transaction_id,account_id,amount,merchant_category,location,hour_of_day,day_of_week,timestamp,is_fraud
26335,9,145.42,Food & Beverage,"Nice, France",18,0,2025-12-01 18:39:00,0
43362,1,2509.85,Groceries,Russia,18,5,2025-12-06 18:04:00,1
1756,10,403.91,Food & Beverage,"Toulouse, France",11,3,2025-12-04 11:49:00,0
8355,3,66.94,Travel,"Toulouse, France",19,0,2025-12-08 19:08:00,0
7379,4,38.74,Electronics,"Nice, France",10,0,2025-12-08 10:38:00,0
31920,10,226.01,Travel,"Toulouse, France",22,0,2025-12-08 22:58:00,0
46684,11,1434.78,Cryptocurrency,"Dubai, UAE",15,0,2025-12-08 15:11:00,1
14844,5,420.17,Groceries,Online,8,0,2025-12-01 08:39:00,0
18855,4,316.85,Fuel,"Paris, France",9,0,2025-12-01 09:09:00,0
31846,10,75.37,Clothing,"Paris, France",11,3,2025-12-04 11:03:00,0
33068,6,396.84,Utilities,"Marseille, France",20,2,2025-12-03 20:29:00,0
34897,13,464.49,Travel,"Lyon, France",22,1,2025-12-02 22:07:00,0
19848,2,156.13,Electronics,"Nice, France",21,1,2025-12-02 21:18:00,0
47054,4,2482.13,Food & Beverage,Hong Kong,0,0,2025-12-08 00:11:00,1
5106,7,218.96,Fuel,"Lyon, France",16,2,2025-12-03 16:17:00,0
22623,9,318.77,Utilities,"Paris, France",9,4,2025-12-05 09:17:00,0
7222,12,90.4,Electronics,"Paris, France",12,0,2025-12-08 12:20:00,0
41432,9,1833.77,Food & Beverage,"London, UK",23,0,2025-12-08 23:29:00,1
15553,9,348.24,Food & Beverage,Online,8,0,2025-12-01 08:37:00,0
18453,11,217.84,Food & Beverage,"Marseille, France",14,6,2025-12-07 14:01:00,0
30595,5,172.13,Fuel,Online,12,2,2025-12-03 12:03:00,0
23939,12,477.04,Health,Online,19,0,2025-12-01 19:20:00,0
43,4,151.87,Groceries,"Nice, France",19,0,2025-12-01 19:47:00,0
22768,13,63.67,Utilities,"Lyon, France",19,3,2025-12-04 19:40:00,0
10342,1,415.96,Health,"Marseille, France",10,2,2025-12-03 10:14:00,0
26946,10,328.0,Travel,Online,17,2,2025-12-03 17:13:00,0
23049,11,211.77,Entertainment,"Marseille, France",8,0,2025-12-01 08:14:00,0
15195,11,200.78,Food & Beverage,"Marseille, France",13,2,2025-12-03 13:49:00,0
40230,13,1374.77,Gambling,"Nice, France",12,1,2025-12-02 12:23:00,1
48605,6,1859.91,Health,"Toulouse, France",2,3,2025-12-04 02:09:00,1
28324,7,81.62,Utilities,Online,21,0,2025-12-01 21:25:00,0
8368,10,87.14,Entertainment,"Nice, France",22,5,2025-12-06 22:10:00,0
38311,11,17.9,Groceries,"Nice, France",9,0,2025-12-08 09:17:00,0
5402,8,469.03,Fuel,"Toulouse, France",20,6,2025-12-07 20:50:00,0
33476,1,390.81,Food & Beverage,"Paris, France",18,0,2025-12-01 18:44:00,0
38346,8,70.08,Clothing,"Paris, France",11,4,2025-12-05 11:22:00,0
19414,10,235.33,Travel,"Toulouse, France",21,5,2025-12-06 21:41:00,0
13384,7,318.12,Entertainment,"Marseille, France",13,6,2025-12-07 13:04:00,0
34660,7,487.28,Entertainment,Online,21,6,2025-12-07 21:32:00,0
7584,1,300.24,Entertainment,"Nice, France",12,4,2025-12-05 12:11:00,0
30020,2,64.63,Fuel,"Lyon, France",11,2,2025-12-03 11:15:00,0
2243,2,219.9,Food & Beverage,"Lyon, France",19,1,2025-12-02 19:41:00,0
24461,2,120.93,Fuel,"Toulouse, France",13,1,2025-12-02 13:35:00,0
24048,6,168.16,Electronics,"Lyon, France",12,5,2025-12-06 12:05:00,0
41251,12,3665.57,Jewelry,"Las Vegas, USA",0,1,2025-12-02 00:54:00,1
12419,5,432.15,Utilities,"Paris, France",16,4,2025-12-05 16:35:00,0
35662,8,435.4,Electronics,Online,14,4,2025-12-05 14:24:00,0
28752,12,196.38,Groceries,"Marseille, France",10,4,2025-12-05 10:12:00,0
17532,11,436.12,Health,Online,21,2,2025-12-03 21:19:00,0
12518,7,353.62,Clothing,"Lyon, France",16,3,2025-12-04 16:12:00,0
3079,1,296.48,Fuel,Online,9,4,2025-12-05 09:57:00,0
23817,1,158.8,Electronics,"Paris, France",22,0,2025-12-01 22:05:00,0
18777,10,247.71,Travel,"Marseille, France",21,1,2025-12-02 21:39:00,0
38984,11,25.03,Clothing,"Paris, France",13,5,2025-12-06 13:16:00,0
32217,8,388.37,Travel,Online,15,0,2025-12-01 15:38:00,0
18155,12,476.6,Utilities,"Lyon, France",10,4,2025-12-05 10:05:00,0
7522,12,7.17,Utilities,"Marseille, France",22,4,2025-12-05 22:16:00,0
8562,8,234.51,Health,"Toulouse, France",16,4,2025-12-05 16:23:00,0
32297,10,358.81,Fuel,Online,13,2,2025-12-03 13:28:00,0
23591,6,380.57,Clothing,Online,9,2,2025-12-03 09:16:00,0
6230,13,56.56,Entertainment,"Marseille, France",11,1,2025-12-02 11:43:00,0
18346,8,495.34,Groceries,"Paris, France",12,4,2025-12-05 12:07:00,0
11913,4,335.8,Utilities,Online,9,2,2025-12-03 09:12:00,0
48199,2,820.35,Fuel,Russia,13,0,2025-12-08 13:54:00,1
31160,5,200.83,Travel,"Marseille, France",9,0,2025-12-01 09:42:00,0
27999,4,152.54,Electronics,"Lyon, France",22,0,2025-12-01 22:57:00,0
13588,1,276.87,Groceries,Online,17,5,2025-12-06 17:35:00,0
656,6,447.79,Food & Beverage,Online,9,5,2025-12-06 09:52:00,0
8396,8,266.11,Entertainment,Online,13,0,2025-12-08 13:30:00,0
25872,1,382.89,Electronics,"Marseille, France",14,0,2025-12-08 14:23:00,0
11282,12,435.09,Travel,Online,22,2,2025-12-03 22:04:00,0
7354,5,131.74,Food & Beverage,"Paris, France",18,5,2025-12-06 18:29:00,0
2200,11,153.53,Fuel,"Nice, France",18,2,2025-12-03 18:20:00,0
14792,2,325.25,Electronics,"Marseille, France",11,5,2025-12-06 11:45:00,0
49438,4,599.57,Travel,Hong Kong,2,3,2025-12-04 02:20:00,1
31751,8,44.1,Groceries,Online,8,0,2025-12-08 08:43:00,0
15450,7,150.05,Fuel,"Lyon, France",16,4,2025-12-05 16:23:00,0
33579,1,425.88,Groceries,"Nice, France",15,1,2025-12-02 15:20:00,0
12874,3,95.18,Food & Beverage,"Paris, France",15,0,2025-12-08 15:37:00,0
35443,10,40.09,Electronics,"Paris, France",16,3,2025-12-04 16:50:00,0
2225,8,306.97,Fuel,"Paris, France",20,6,2025-12-07 20:52:00,0
19103,10,71.34,Electronics,"Marseille, France",10,0,2025-12-01 10:00:00,0
26629,12,254.87,Travel,Online,11,5,2025-12-06 11:39:00,0
23624,6,101.44,Utilities,Online,18,1,2025-12-02 18:37:00,0
22148,12,236.38,Entertainment,"Lyon, France",11,5,2025-12-06 11:06:00,0
3424,7,432.84,Utilities,Online,17,6,2025-12-07 17:12:00,0
29950,13,415.93,Entertainment,"Paris, France",21,2,2025-12-03 21:43:00,0
32482,3,185.73,Groceries,"Paris, France",11,4,2025-12-05 11:54:00,0
44123,2,1837.64,Health,"Nice, France",4,1,2025-12-02 04:13:00,1
17989,11,258.99,Food & Beverage,"Nice, France",10,1,2025-12-02 10:43:00,0
6479,8,285.54,Utilities,"Nice, France",14,3,2025-12-04 14:40:00,0
6593,4,371.56,Clothing,"Nice, France",17,3,2025-12-04 17:29:00,0
45573,8,1425.72,Cryptocurrency,"Dubai, UAE",17,4,2025-12-05 17:20:00,1
40644,10,1292.69,Groceries,"Nice, France",3,5,2025-12-06 03:05:00,1
2442,11,304.73,Electronics,"Nice, France",12,5,2025-12-06 12:28:00,0
1742,12,287.31,Groceries,"Nice, France",20,3,2025-12-04 20:04:00,0
510,4,33.66,Electronics,"Toulouse, France",9,0,2025-12-08 09:39:00,0
24022,13,251.99,Travel,"Lyon, France",10,5,2025-12-06 10:48:00,0
49676,9,4066.59,Travel,Hong Kong,23,0,2025-12-01 23:43:00,1
37946,10,479.18,Fuel,"Paris, France",12,0,2025-12-08 12:20:00,0
31572,8,430.28,Clothing,"Nice, France",21,5,2025-12-06 21:33:00,0
37041,9,16.28,Fuel,"Toulouse, France",11,5,2025-12-06 11:11:00,0
32886,11,400.11,Utilities,"Marseille, France",16,5,2025-12-06 16:09:00,0
46889,4,2548.41,Jewelry,"Lyon, France",14,1,2025-12-02 14:47:00,1
44565,11,1177.69,Electronics,Online,4,3,2025-12-04 04:20:00,1
37194,9,499.83,Health,"Paris, France",22,6,2025-12-07 22:15:00,0
44185,5,2397.13,Jewelry,"Paris, France",7,5,2025-12-06 07:29:00,1
2693,2,428.34,Health,"Nice, France",19,5,2025-12-06 19:11:00,0
41309,2,3566.2,Clothing,"Dubai, UAE",7,6,2025-12-07 07:32:00,1
41290,2,4955.84,Food & Beverage,Online,9,5,2025-12-06 09:03:00,1
49617,5,3265.39,Cryptocurrency,"Toulouse, France",1,2,2025-12-03 01:54:00,1
35046,13,51.84,Electronics,"Nice, France",20,4,2025-12-05 20:21:00,0
23250,9,442.22,Fuel,"Paris, France",11,2,2025-12-03 11:44:00,0
24501,7,154.94,Health,Online,12,5,2025-12-06 12:31:00,0
29266,13,159.57,Travel,"Paris, France",14,3,2025-12-04 14:17:00,0
6976,9,19.77,Health,"Paris, France",18,0,2025-12-01 18:30:00,0
40098,4,625.92,Electronics,"Las Vegas, USA",14,3,2025-12-04 14:40:00,1
26194,10,87.04,Fuel,"Lyon, France",19,0,2025-12-01 19:38:00,0
8860,1,128.75,Electronics,"Toulouse, France",22,4,2025-12-05 22:09:00,0
30670,10,357.82,Utilities,"Nice, France",19,0,2025-12-01 19:23:00,0
33212,11,69.2,Travel,"Nice, France",10,0,2025-12-01 10:59:00,0
37470,10,153.14,Fuel,"Nice, France",19,5,2025-12-06 19:25:00,0
14983,3,330.29,Fuel,"Nice, France",14,3,2025-12-04 14:52:00,0
11847,12,11.35,Utilities,"Nice, France",20,4,2025-12-05 20:54:00,0
39245,3,152.26,Entertainment,Online,8,5,2025-12-06 08:30:00,0
27798,3,429.63,Electronics,"Toulouse, France",11,6,2025-12-07 11:31:00,0
7990,1,440.86,Clothing,Online,11,0,2025-12-01 11:54:00,0
42569,7,1270.68,Gambling,"Paris, France",18,1,2025-12-02 18:33:00,1
29035,9,400.82,Food & Beverage,"Paris, France",21,4,2025-12-05 21:42:00,0
41292,4,633.37,Entertainment,"Marseille, France",1,6,2025-12-07 01:17:00,1
10337,3,273.33,Clothing,"Marseille, France",18,0,2025-12-08 18:57:00,0
4246,2,152.82,Groceries,"Paris, France",11,5,2025-12-06 11:00:00,0
6547,10,212.48,Clothing,"Marseille, France",18,0,2025-12-08 18:58:00,0
7875,7,68.44,Utilities,"Toulouse, France",12,5,2025-12-06 12:25:00,0
8740,3,480.98,Electronics,"Nice, France",22,6,2025-12-07 22:29:00,0
38059,7,154.44,Entertainment,"Marseille, France",10,0,2025-12-08 10:40:00,0
18913,8,375.78,Entertainment,Online,16,6,2025-12-07 16:57:00,0
35727,13,277.21,Health,"Paris, France",9,3,2025-12-04 09:38:00,0
49712,2,3790.09,Jewelry,"Las Vegas, USA",20,0,2025-12-01 20:24:00,1
4561,13,476.35,Fuel,"Paris, France",10,4,2025-12-05 10:50:00,0
46930,2,1699.98,Gambling,"Paris, France",17,0,2025-12-01 17:34:00,1
11149,8,398.48,Fuel,"Lyon, France",17,5,2025-12-06 17:41:00,0
12607,12,231.88,Electronics,Online,21,1,2025-12-02 21:28:00,0
34626,7,309.53,Food & Beverage,"Nice, France",15,0,2025-12-01 15:56:00,0
46240,10,3427.36,Jewelry,"Lyon, France",7,3,2025-12-04 07:50:00,1
41152,10,3645.96,Utilities,"London, UK",3,0,2025-12-08 03:29:00,1
37089,6,255.64,Electronics,"Paris, France",20,4,2025-12-05 20:03:00,0
39799,8,312.71,Travel,"Lyon, France",12,4,2025-12-05 12:14:00,0
13293,3,60.66,Health,"Nice, France",19,0,2025-12-01 19:35:00,0
38508,13,70.77,Food & Beverage,Online,10,3,2025-12-04 10:45:00,0
48501,7,451.75,Entertainment,"Marseille, France",2,3,2025-12-04 02:43:00,1
43677,9,1365.33,Jewelry,"Paris, France",0,4,2025-12-05 00:29:00,1
34118,2,278.46,Clothing,"Paris, France",14,1,2025-12-02 14:45:00,0
22645,6,374.14,Utilities,"Toulouse, France",18,3,2025-12-04 18:25:00,0
40159,9,1051.55,Gambling,"Dubai, UAE",5,3,2025-12-04 05:17:00,1
32871,1,270.36,Clothing,Online,22,3,2025-12-04 22:24:00,0
21467,3,485.7,Electronics,"Marseille, France",21,1,2025-12-02 21:56:00,0
34998,10,32.45,Utilities,"Lyon, France",11,2,2025-12-03 11:51:00,0
12373,12,378.04,Clothing,"Toulouse, France",10,4,2025-12-05 10:05:00,0
9597,5,137.62,Food & Beverage,"Toulouse, France",22,3,2025-12-04 22:05:00,0
11621,10,25.08,Entertainment,"Paris, France",20,2,2025-12-03 20:46:00,0
4140,6,252.13,Utilities,"Toulouse, France",13,5,2025-12-06 13:48:00,0
16657,2,347.21,Fuel,"Toulouse, France",14,4,2025-12-05 14:51:00,0
28908,12,54.77,Groceries,"Marseille, France",20,3,2025-12-04 20:42:00,0
9629,7,488.05,Food & Beverage,"Nice, France",15,0,2025-12-01 15:24:00,0
11220,6,444.61,Health,"Toulouse, France",8,0,2025-12-08 08:50:00,0
45515,5,2509.34,Gambling,"Nice, France",18,3,2025-12-04 18:16:00,1
47744,12,3625.72,Cryptocurrency,Russia,22,4,2025-12-05 22:56:00,1
39998,4,436.91,Groceries,Online,22,0,2025-12-08 22:37:00,0
30054,11,451.25,Electronics,"Lyon, France",19,0,2025-12-01 19:32:00,0
46989,12,1942.82,Clothing,Hong Kong,2,2,2025-12-03 02:41:00,1
29940,12,354.3,Travel,"Toulouse, France",10,3,2025-12-04 10:33:00,0
10031,13,429.61,Health,"Paris, France",17,0,2025-12-08 17:05:00,0
19018,9,235.75,Food & Beverage,Online,21,2,2025-12-03 21:23:00,0
36225,6,138.46,Clothing,Online,8,0,2025-12-08 08:55:00,0
7212,12,408.12,Fuel,"Marseille, France",8,1,2025-12-02 08:41:00,0
21319,7,438.81,Health,"Lyon, France",20,3,2025-12-04 20:35:00,0
28441,11,446.74,Clothing,"Paris, France",19,6,2025-12-07 19:41:00,0
8965,12,235.97,Clothing,"Nice, France",21,5,2025-12-06 21:00:00,0
12714,5,426.2,Electronics,"Nice, France",17,3,2025-12-04 17:00:00,0
14075,9,463.44,Electronics,"Toulouse, France",17,0,2025-12-01 17:12:00,0
25722,1,307.33,Fuel,"Paris, France",16,6,2025-12-07 16:25:00,0
35745,2,62.88,Clothing,"Paris, France",10,0,2025-12-08 10:57:00,0
27036,6,10.29,Clothing,Online,19,3,2025-12-04 19:13:00,0
36643,1,153.66,Groceries,Online,20,1,2025-12-02 20:55:00,0
29921,5,270.24,Groceries,"Nice, France",12,0,2025-12-01 12:55:00,0
29660,11,313.14,Entertainment,Online,18,5,2025-12-06 18:58:00,0
31982,10,135.96,Groceries,"Marseille, France",12,6,2025-12-07 12:53:00,0
13947,12,134.28,Travel,"Nice, France",16,1,2025-12-02 16:27:00,0
25802,8,442.37,Groceries,Online,9,6,2025-12-07 09:26:00,0
37316,3,228.5,Electronics,"Nice, France",9,5,2025-12-06 09:07:00,0
45419,11,435.14,Travel,Nigeria,0,3,2025-12-04 00:48:00,1
33493,8,6.8,Travel,"Paris, France",15,2,2025-12-03 15:10:00,0
33567,9,409.58,Food & Beverage,"Paris, France",20,4,2025-12-05 20:34:00,0
24706,3,163.98,Health,"Toulouse, France",21,5,2025-12-06 21:30:00,0
17715,8,459.1,Travel,"Lyon, France",15,6,2025-12-07 15:55:00,0
47184,6,1862.39,Clothing,Hong Kong,1,1,2025-12-02 01:03:00,1
38205,2,166.65,Health,Online,13,0,2025-12-01 13:53:00,0
22322,9,492.81,Clothing,"Nice, France",14,6,2025-12-07 14:24:00,0
49681,4,1609.94,Electronics,Nigeria,0,0,2025-12-01 00:06:00,1
27137,2,290.52,Fuel,"Toulouse, France",21,0,2025-12-01 21:40:00,0
33411,4,455.26,Entertainment,"Lyon, France",8,3,2025-12-04 08:24:00,0
19829,1,279.94,Entertainment,Online,15,3,2025-12-04 15:07:00,0
14649,10,73.68,Groceries,Online,9,3,2025-12-04 09:55:00,0
17334,7,41.57,Utilities,Online,14,4,2025-12-05 14:41:00,0
35975,5,155.22,Entertainment,"Paris, France",16,1,2025-12-02 16:00:00,0
46970,10,1738.64,Jewelry,Online,3,5,2025-12-06 03:19:00,1
26551,6,481.29,Groceries,"Nice, France",20,4,2025-12-05 20:02:00,0
21763,8,146.69,Electronics,"Marseille, France",13,0,2025-12-08 13:06:00,0
28844,12,142.78,Utilities,Online,18,4,2025-12-05 18:12:00,0
13853,3,216.6,Clothing,"Marseille, France",10,5,2025-12-06 10:58:00,0
1590,11,215.54,Travel,"Nice, France",11,1,2025-12-02 11:40:00,0
6315,4,358.31,Utilities,"Lyon, France",9,5,2025-12-06 09:36:00,0
42980,9,3086.81,Gambling,Russia,5,3,2025-12-04 05:58:00,1
32593,11,8.76,Utilities,Online,10,6,2025-12-07 10:23:00,0
47622,5,1243.22,Jewelry,"Marseille, France",4,0,2025-12-01 04:30:00,1
12630,1,219.49,Food & Beverage,Online,17,4,2025-12-05 17:59:00,0
38266,1,468.94,Utilities,"Paris, France",16,3,2025-12-04 16:41:00,0
31004,2,224.06,Food & Beverage,"Marseille, France",11,6,2025-12-07 11:51:00,0
11767,11,357.33,Fuel,"Toulouse, France",14,4,2025-12-05 14:52:00,0
46346,10,1672.78,Fuel,Russia,3,3,2025-12-04 03:26:00,1
20109,8,42.72,Utilities,"Paris, France",10,0,2025-12-08 10:04:00,0
39933,2,219.57,Fuel,"Nice, France",20,0,2025-12-08 20:28:00,0
15245,5,175.34,Groceries,"Toulouse, France",8,0,2025-12-08 08:12:00,0
6478,2,233.14,Health,"Marseille, France",16,5,2025-12-06 16:51:00,0
7633,11,209.94,Clothing,"Paris, France",18,0,2025-12-08 18:03:00,0
48038,7,2638.51,Food & Beverage,"Dubai, UAE",11,0,2025-12-08 11:00:00,1
18764,3,216.61,Clothing,"Marseille, France",8,4,2025-12-05 08:19:00,0
16788,10,63.97,Travel,"Paris, France",16,0,2025-12-01 16:13:00,0
1607,5,279.31,Entertainment,"Paris, France",14,2,2025-12-03 14:30:00,0
24356,13,322.04,Electronics,"Toulouse, France",19,0,2025-12-01 19:40:00,0
20423,6,307.1,Electronics,"Paris, France",8,2,2025-12-03 08:11:00,0
4184,2,163.6,Groceries,"Nice, France",17,4,2025-12-05 17:23:00,0
377,1,379.31,Food & Beverage,"Toulouse, France",18,6,2025-12-07 18:34:00,0
32526,2,396.03,Utilities,"Paris, France",13,4,2025-12-05 13:33:00,0
42180,7,1546.8,Fuel,"Las Vegas, USA",5,0,2025-12-01 05:36:00,1
802,12,9.17,Fuel,"Toulouse, France",17,1,2025-12-02 17:20:00,0
14988,13,494.01,Groceries,"Lyon, France",9,2,2025-12-03 09:01:00,0
49238,1,2058.84,Groceries,"Lyon, France",23,2,2025-12-03 23:31:00,1
40090,5,811.28,Groceries,"Dubai, UAE",1,3,2025-12-04 01:08:00,1
29077,8,207.62,Travel,"Marseille, France",17,5,2025-12-06 17:45:00,0
9314,3,272.31,Travel,"Lyon, France",11,4,2025-12-05 11:13:00,0
46383,10,1546.75,Clothing,"Paris, France",1,5,2025-12-06 01:38:00,1
48738,11,966.92,Gambling,Nigeria,3,6,2025-12-07 03:12:00,1
40114,4,1437.38,Jewelry,Russia,2,2,2025-12-03 02:37:00,1
44199,10,2000.64,Gambling,"Marseille, France",7,0,2025-12-08 07:59:00,1
49878,4,2543.5,Clothing,Online,1,4,2025-12-05 01:01:00,1
29581,6,339.42,Travel,"Lyon, France",19,6,2025-12-07 19:07:00,0
7619,13,7.47,Electronics,Online,10,5,2025-12-06 10:14:00,0
10599,9,194.9,Fuel,"Paris, France",14,0,2025-12-01 14:41:00,0
39800,7,197.93,Fuel,"Nice, France",11,6,2025-12-07 11:42:00,0
31412,1,341.32,Utilities,"Paris, France",21,4,2025-12-05 21:04:00,0
48094,4,1825.07,Entertainment,Nigeria,0,0,2025-12-01 00:32:00,1
18029,4,282.92,Fuel,"Paris, France",21,1,2025-12-02 21:17:00,0
39324,11,406.05,Travel,"Lyon, France",9,0,2025-12-08 09:40:00,0
29796,2,354.9,Travel,"Paris, France",11,5,2025-12-06 11:37:00,0
15233,8,79.83,Health,"Paris, France",17,6,2025-12-07 17:58:00,0
1521,9,330.95,Health,"Nice, France",12,6,2025-12-07 12:48:00,0
33301,9,398.61,Fuel,"Paris, France",22,0,2025-12-01 22:47:00,0
21605,9,455.72,Clothing,"Nice, France",15,3,2025-12-04 15:14:00,0
22729,9,233.34,Food & Beverage,Online,14,0,2025-12-08 14:15:00,0
17190,8,437.57,Groceries,"Lyon, France",13,5,2025-12-06 13:35:00,0
37546,11,388.57,Groceries,"Paris, France",19,4,2025-12-05 19:23:00,0
17785,13,266.26,Food & Beverage,"Paris, France",11,0,2025-12-01 11:06:00,0
1545,8,333.01,Fuel,"Lyon, France",11,2,2025-12-03 11:48:00,0
40864,3,2023.99,Cryptocurrency,Nigeria,20,2,2025-12-03 20:38:00,1
34077,4,111.18,Electronics,Online,11,3,2025-12-04 11:11:00,0
45396,7,2320.23,Utilities,"Toulouse, France",12,1,2025-12-02 12:35:00,1
7513,2,6.57,Utilities,Online,18,6,2025-12-07 18:53:00,0
44224,13,1938.41,Entertainment,Nigeria,0,4,2025-12-05 00:21:00,1
26916,13,271.01,Food & Beverage,"Nice, France",9,1,2025-12-02 09:08:00,0
24197,4,190.07,Utilities,"Lyon, France",22,6,2025-12-07 22:44:00,0
2418,7,172.07,Food & Beverage,Online,20,0,2025-12-08 20:42:00,0
6462,10,288.82,Electronics,"Toulouse, France",18,5,2025-12-06 18:13:00,0
713,11,316.61,Fuel,Online,14,1,2025-12-02 14:13:00,0
33755,11,312.0,Fuel,"Marseille, France",14,4,2025-12-05 14:52:00,0
4798,5,433.05,Travel,"Paris, France",11,5,2025-12-06 11:38:00,0
24775,2,227.13,Food & Beverage,"Lyon, France",22,2,2025-12-03 22:57:00,0
5979,3,58.82,Utilities,"Nice, France",15,4,2025-12-05 15:21:00,0
3478,2,443.48,Clothing,"Nice, France",9,2,2025-12-03 09:51:00,0
35407,12,40.01,Electronics,"Marseille, France",13,4,2025-12-05 13:24:00,0
301,3,357.35,Travel,"Marseille, France",16,3,2025-12-04 16:07:00,0
42414,3,1217.73,Jewelry,"Paris, France",5,4,2025-12-05 05:10:00,1
13806,6,55.77,Entertainment,Online,21,0,2025-12-01 21:54:00,0
46138,3,2801.92,Cryptocurrency,Russia,12,1,2025-12-02 12:15:00,1
9339,6,66.69,Health,"Toulouse, France",16,0,2025-12-08 16:31:00,0
15785,3,427.02,Entertainment,"Paris, France",16,3,2025-12-04 16:18:00,0
15466,5,252.27,Utilities,"Toulouse, France",11,3,2025-12-04 11:05:00,0
37026,6,95.14,Groceries,"Toulouse, France",17,0,2025-12-01 17:53:00,0
21381,4,426.07,Entertainment,"Lyon, France",14,3,2025-12-04 14:26:00,0
43324,3,1648.8,Jewelry,"Las Vegas, USA",13,0,2025-12-08 13:28:00,1
33019,1,34.85,Entertainment,"Toulouse, France",8,6,2025-12-07 08:05:00,0
2531,5,64.93,Travel,Online,9,1,2025-12-02 09:16:00,0
38106,7,279.72,Utilities,"Paris, France",21,5,2025-12-06 21:38:00,0
32215,5,240.5,Travel,Online,18,0,2025-12-08 18:04:00,0
48343,10,4023.1,Utilities,"Toulouse, France",7,0,2025-12-01 07:07:00,1
25156,6,211.25,Fuel,"Nice, France",18,5,2025-12-06 18:18:00,0
43762,4,1052.11,Jewelry,"Dubai, UAE",0,2,2025-12-03 00:36:00,1
22179,7,498.34,Electronics,"Toulouse, France",8,4,2025-12-05 08:35:00,0
49479,11,2155.83,Gambling,"Dubai, UAE",3,3,2025-12-04 03:39:00,1
44997,1,599.1,Groceries,Nigeria,6,5,2025-12-06 06:14:00,1
10886,3,163.86,Clothing,"Lyon, France",20,5,2025-12-06 20:20:00,0
22910,8,489.7,Clothing,"Paris, France",17,6,2025-12-07 17:07:00,0
4094,9,461.17,Clothing,"Lyon, France",20,2,2025-12-03 20:52:00,0
40884,5,893.82,Cryptocurrency,"Marseille, France",15,0,2025-12-08 15:00:00,1
45867,7,1278.36,Gambling,Russia,5,3,2025-12-04 05:12:00,1
21135,1,268.04,Clothing,"Toulouse, France",16,0,2025-12-01 16:08:00,0
26254,9,463.0,Clothing,Online,9,4,2025-12-05 09:02:00,0
43516,4,1282.51,Utilities,"Lyon, France",5,3,2025-12-04 05:44:00,1
20619,8,227.84,Utilities,"Toulouse, France",21,5,2025-12-06 21:43:00,0
12785,1,391.62,Electronics,"Nice, France",20,0,2025-12-01 20:12:00,0
30574,9,449.68,Food & Beverage,"Nice, France",9,0,2025-12-08 09:58:00,0
24759,12,159.77,Health,"Lyon, France",8,6,2025-12-07 08:29:00,0
47146,10,3804.6,Utilities,"London, UK",23,3,2025-12-04 23:30:00,1
15386,5,331.42,Electronics,"Nice, France",17,2,2025-12-03 17:15:00,0
40599,7,3695.91,Jewelry,"Paris, France",14,5,2025-12-06 14:48:00,1
6056,8,83.17,Food & Beverage,"Nice, France",8,3,2025-12-04 08:24:00,0
6499,8,205.6,Travel,"Toulouse, France",11,5,2025-12-06 11:55:00,0
33626,10,218.27,Electronics,"Toulouse, France",20,5,2025-12-06 20:45:00,0
20164,5,121.54,Groceries,"Toulouse, France",21,0,2025-12-01 21:17:00,0
4366,13,67.49,Utilities,"Paris, France",22,4,2025-12-05 22:18:00,0
46373,13,2240.37,Cryptocurrency,"Toulouse, France",10,6,2025-12-07 10:23:00,1
43719,4,1000.0,Health,Nigeria,2,1,2025-12-02 02:43:00,1
48978,2,4478.65,Food & Beverage,Russia,21,0,2025-12-01 21:29:00,1
2648,10,390.26,Fuel,"Lyon, France",21,0,2025-12-01 21:27:00,0
35015,2,209.19,Travel,"Toulouse, France",16,4,2025-12-05 16:39:00,0
4141,13,182.44,Entertainment,"Marseille, France",9,2,2025-12-03 09:16:00,0
33687,3,489.69,Electronics,"Lyon, France",19,0,2025-12-08 19:58:00,0
24143,11,126.94,Health,"Toulouse, France",17,5,2025-12-06 17:41:00,0
21107,2,471.77,Electronics,"Toulouse, France",13,6,2025-12-07 13:16:00,0
4937,13,410.99,Electronics,Online,12,0,2025-12-01 12:12:00,0
28040,3,400.28,Entertainment,"Lyon, France",19,0,2025-12-01 19:34:00,0
35330,5,139.09,Entertainment,"Paris, France",11,3,2025-12-04 11:32:00,0
47218,13,2651.55,Groceries,"Las Vegas, USA",1,0,2025-12-08 01:08:00,1
44913,11,2179.91,Cryptocurrency,Online,4,1,2025-12-02 04:24:00,1
32165,4,131.48,Utilities,"Nice, France",14,6,2025-12-07 14:03:00,0
43949,12,892.69,Fuel,"Nice, France",4,1,2025-12-02 04:07:00,1
42407,7,2649.65,Cryptocurrency,"Las Vegas, USA",15,2,2025-12-03 15:50:00,1
40636,5,1733.5,Cryptocurrency,"Lyon, France",20,6,2025-12-07 20:49:00,1
10736,8,156.37,Electronics,"Marseille, France",12,2,2025-12-03 12:40:00,0
36185,4,255.27,Entertainment,"Paris, France",8,6,2025-12-07 08:46:00,0
26239,6,52.9,Groceries,"Lyon, France",16,1,2025-12-02 16:59:00,0
41028,2,1341.23,Jewelry,"Paris, France",1,0,2025-12-08 01:02:00,1
18348,8,350.57,Travel,"Lyon, France",10,1,2025-12-02 10:10:00,0
10752,4,158.82,Food & Beverage,"Paris, France",18,0,2025-12-08 18:52:00,0
